id,user_id,meal_type,total_calories,total_protein,total_carbs,total_fat,satisfaction,created_at
02936fa5-c1b2-4706-9514-5f11a2ddd2fb,22570281-7294-40e1-be2e-cc374556f758,dinner,233,21.2,45.3,10.7,medium,2025-04-15T00:01:14.230565
59aa80a2-0ae7-4c53-affa-7e679876d8d7,22570281-7294-40e1-be2e-cc374556f758,dinner,520,38.0,84.5,27.0,low,2025-04-01T00:01:14.230572
99f005b7-5dc6-47e7-b7b5-76fe835d98fb,22570281-7294-40e1-be2e-cc374556f758,dinner,288,12.4,28.1,19.8,low,2025-04-08T00:01:14.230579
6c9e51ba-31f6-4fc0-8322-b2df5f13370d,0d6ea58f-9e14-4382-b0f7-d44f70ad4d16,snack,806,37.6,99.0,23.2,medium,2025-04-16T00:01:14.230588
67b06442-d25f-4dbd-acda-cf4ad14e6546,0d6ea58f-9e14-4382-b0f7-d44f70ad4d16,dinner,278,37.5,69.3,5.4,low,2025-04-12T00:01:14.230595
d4d7ef71-5db0-420d-8b18-5b24ccfb96f2,0d6ea58f-9e14-4382-b0f7-d44f70ad4d16,breakfast,249,14.0,76.5,19.5,low,2025-04-13T00:01:14.230603
ee9aad57-d6d3-4ce2-89b4-3378efa19642,0d6ea58f-9e14-4382-b0f7-d44f70ad4d16,lunch,433,31.4,84.7,18.5,low,2025-04-06T00:01:14.230610
ae9e22d7-800d-4018-813c-2e4fd36b4587,9324bd37-3424-4728-8d55-d198a9cd93c7,breakfast,798,8.0,95.0,16.3,low,2025-04-12T00:01:14.230617
cfd136d0-b192-43a4-85ec-0a74f014d1c1,9324bd37-3424-4728-8d55-d198a9cd93c7,lunch,777,34.7,99.6,19.2,medium,2025-04-20T00:01:14.230625
da5fc51b-1d24-4d14-9a2d-0851e959ecbe,9324bd37-3424-4728-8d55-d198a9cd93c7,snack,623,17.4,92.8,20.2,low,2025-04-05T00:01:14.230632
9fe105fe-d331-49f5-8471-846ebf2c448a,9324bd37-3424-4728-8d55-d198a9cd93c7,dinner,627,21.2,71.3,10.7,high,2025-04-18T00:01:14.230638
e60a2405-6bf5-4a0c-8223-a1c832f40d09,9324bd37-3424-4728-8d55-d198a9cd93c7,dinner,406,20.9,36.5,20.2,low,2025-04-22T00:01:14.230645
57dc5f53-ed8c-40b4-bfa4-43e58772ba4b,9324bd37-3424-4728-8d55-d198a9cd93c7,lunch,565,21.4,74.7,17.5,low,2025-04-20T00:01:14.230652
f4ac8c07-8506-432a-ac10-4865062d4334,2b8e812c-655f-4971-80cd-a388b6d3fbcc,lunch,593,19.0,57.8,12.9,medium,2025-04-20T00:01:14.230661
93d55225-b8c9-4ffe-9f48-ed944bf39ee2,2b8e812c-655f-4971-80cd-a388b6d3fbcc,dinner,736,23.4,90.4,16.2,high,2025-03-29T00:01:14.230668
18fa8b94-74f5-4150-a883-d8c9a917c925,2b8e812c-655f-4971-80cd-a388b6d3fbcc,dinner,818,23.8,31.7,22.3,high,2025-04-20T00:01:14.230675
1f7eaabc-30d4-4a42-830b-6d0c1a818120,2b8e812c-655f-4971-80cd-a388b6d3fbcc,snack,504,13.7,61.1,8.8,low,2025-03-27T00:01:14.230682
e818a206-947f-499b-8c0e-09c3de6c952d,2b8e812c-655f-4971-80cd-a388b6d3fbcc,lunch,604,31.1,47.2,5.4,medium,2025-04-23T00:01:14.230689
ce932cc3-ef3e-4610-9cab-ff3e7b83bc20,94a5b55b-d0be-465c-a324-ad04c5cd9dee,breakfast,426,35.2,76.1,28.7,high,2025-04-11T00:01:14.230696
48996a2b-1bd4-4d6c-bdd8-7c0267715a49,94a5b55b-d0be-465c-a324-ad04c5cd9dee,lunch,480,6.8,49.9,27.8,medium,2025-03-29T00:01:14.230704
d48d5f66-9464-4fda-b5f0-2a20f652c7ea,94a5b55b-d0be-465c-a324-ad04c5cd9dee,snack,424,38.9,60.7,28.5,high,2025-04-20T00:01:14.230711
d9a480f5-719a-4c18-adb6-3ea2b72d1df0,94a5b55b-d0be-465c-a324-ad04c5cd9dee,lunch,760,11.4,70.5,26.2,high,2025-03-27T00:01:14.230718
e74ef212-866e-475d-91c3-56bb1e0056e5,003c4e91-a0ed-4f11-96a1-714c7dd17b20,breakfast,743,12.2,88.5,26.3,high,2025-04-08T00:01:14.230725
bfb6b7aa-40b0-47f6-814b-0daef4864b9f,003c4e91-a0ed-4f11-96a1-714c7dd17b20,breakfast,529,33.0,56.1,19.6,medium,2025-04-15T00:01:14.230731
9bce6914-3bd9-4fc6-8049-27551ace11fd,003c4e91-a0ed-4f11-96a1-714c7dd17b20,lunch,582,10.3,22.5,26.1,medium,2025-03-31T00:01:14.230738
ff76ca71-c62f-4890-b0f2-7b16b6204c9b,003c4e91-a0ed-4f11-96a1-714c7dd17b20,breakfast,258,12.0,95.4,9.7,low,2025-03-28T00:01:14.230745
2cbcdaac-1797-4a3a-98fe-d88ac8219d17,d531beaf-b67b-4e8f-b694-3daeeb88b432,lunch,221,6.7,65.9,24.2,high,2025-04-20T00:01:14.230754
1d3d49f4-08c3-4b9d-bfe4-d88da5a645a0,d531beaf-b67b-4e8f-b694-3daeeb88b432,lunch,592,11.7,76.9,21.2,low,2025-04-17T00:01:14.230761
07141bf4-5447-4af1-beaf-5a17ba6d7797,d531beaf-b67b-4e8f-b694-3daeeb88b432,snack,509,19.7,63.8,6.2,low,2025-04-19T00:01:14.230768
93cea08c-2ab2-4225-a1e9-587f6672f292,d531beaf-b67b-4e8f-b694-3daeeb88b432,snack,319,36.3,29.5,7.4,medium,2025-04-01T00:01:14.230775
f5980b28-58fc-4ba7-b1c1-22e6c91a000e,d531beaf-b67b-4e8f-b694-3daeeb88b432,dinner,461,11.6,77.4,20.7,medium,2025-04-01T00:01:14.230782
0a1fb877-62fd-42bf-a49f-54e8b67bec2a,d531beaf-b67b-4e8f-b694-3daeeb88b432,dinner,368,16.5,49.3,9.8,high,2025-04-12T00:01:14.230789
8373a569-695e-4dcf-a054-2968bbc1f9f3,0d7e61d2-73e3-48c6-8623-ca400d99511a,dinner,437,7.2,38.1,23.6,high,2025-04-18T00:01:14.230796
b273191e-49df-4f7b-a20f-2d7cfd645339,0d7e61d2-73e3-48c6-8623-ca400d99511a,snack,691,18.8,87.7,12.7,medium,2025-03-28T00:01:14.230804
ab417381-cc98-4681-971c-a9d193811df9,0d7e61d2-73e3-48c6-8623-ca400d99511a,snack,494,28.4,91.0,14.1,low,2025-04-07T00:01:14.230811
f5188cab-90ce-44cc-a17c-2500bbc5d874,0d7e61d2-73e3-48c6-8623-ca400d99511a,lunch,860,34.2,33.9,7.8,high,2025-04-09T00:01:14.230818
95201a0f-a0de-4748-a29b-5ef9da123182,d4d2b679-10f5-43ad-ab9f-fc3fcb29e744,snack,475,28.0,94.2,5.6,high,2025-04-06T00:01:14.230825
4c5d72b9-535e-445a-b53e-7358b4f68a77,d4d2b679-10f5-43ad-ab9f-fc3fcb29e744,lunch,224,29.6,61.8,9.8,low,2025-04-05T00:01:14.230833
624152e2-ea49-4814-aa18-cb6594202248,d4d2b679-10f5-43ad-ab9f-fc3fcb29e744,breakfast,827,37.9,89.5,25.0,low,2025-04-01T00:01:14.230841
4d874b82-5fc0-4915-a9a2-5bc960495949,d4d2b679-10f5-43ad-ab9f-fc3fcb29e744,breakfast,423,30.2,56.6,12.0,medium,2025-03-31T00:01:14.230849
c3ec3dca-68b0-4247-a832-4bffd42814a3,d4d2b679-10f5-43ad-ab9f-fc3fcb29e744,lunch,390,26.6,38.6,14.7,low,2025-03-27T00:01:14.230856
95de706c-aff9-4111-af59-ed70cb2d7dd1,65a1259f-0086-4a3e-86ca-bb9d11592b51,dinner,471,27.3,84.8,25.4,low,2025-04-14T00:01:14.230864
f22cbcdd-f9c8-48da-be29-c4e89f759f48,65a1259f-0086-4a3e-86ca-bb9d11592b51,lunch,892,12.6,94.4,10.2,low,2025-04-17T00:01:14.230871
93fdb31a-704f-4deb-afb6-f1d84d916a41,65a1259f-0086-4a3e-86ca-bb9d11592b51,snack,604,11.4,28.1,14.0,medium,2025-03-25T00:01:14.230879
02fa68dc-8684-4478-b01d-a3ae1b02c9ef,65a1259f-0086-4a3e-86ca-bb9d11592b51,breakfast,250,37.1,88.7,7.1,low,2025-04-04T00:01:14.230886
30c57157-5728-4351-8733-944695aedcd0,65a1259f-0086-4a3e-86ca-bb9d11592b51,breakfast,845,9.1,77.5,18.5,high,2025-04-23T00:01:14.230893
d92e08dc-d7e2-4375-95d0-aa55b7a13ff1,65a1259f-0086-4a3e-86ca-bb9d11592b51,lunch,521,13.7,82.1,14.6,medium,2025-04-21T00:01:14.230900
af7c9e85-8cca-4b25-b54d-5296ef7a451d,0125c909-546c-4281-90df-b34f9c4cd4e6,breakfast,644,26.5,25.6,21.0,high,2025-04-01T00:01:14.230908
492b7aac-7c22-4063-8b35-c74e2a917195,0125c909-546c-4281-90df-b34f9c4cd4e6,snack,841,31.7,84.0,20.0,medium,2025-04-19T00:01:14.230915
10f5b229-74d2-4814-9d3c-f8b430391621,0125c909-546c-4281-90df-b34f9c4cd4e6,dinner,483,36.4,88.0,27.3,low,2025-04-08T00:01:14.230922
eced3c32-102d-4d03-a233-3b3dce2a4b9e,0125c909-546c-4281-90df-b34f9c4cd4e6,snack,826,11.9,50.3,14.7,low,2025-04-09T00:01:14.230929
9df3bfda-5bfb-4b54-8361-d1de7a2e959d,0125c909-546c-4281-90df-b34f9c4cd4e6,lunch,896,17.6,62.0,20.7,low,2025-03-26T00:01:14.230936
a79c97ae-66b0-4447-9879-3ea1e8c38023,0125c909-546c-4281-90df-b34f9c4cd4e6,breakfast,819,27.6,80.4,26.0,low,2025-03-25T00:01:14.230944
51705ac9-66cb-4854-9210-08bae69762b1,2aea0603-e188-4619-9afc-12b346923116,snack,674,22.6,26.4,5.5,low,2025-04-09T00:01:14.230955
aeb8adc4-cce1-4965-b03f-88c279e4b56b,2aea0603-e188-4619-9afc-12b346923116,snack,678,7.2,56.5,7.4,high,2025-04-04T00:01:14.230966
e2aea94d-41b8-44c9-a3f8-1eac862bbd9e,2aea0603-e188-4619-9afc-12b346923116,dinner,507,14.6,93.9,16.4,medium,2025-04-06T00:01:14.230975
d090b266-6cd8-4c0b-a036-8be4f055ada7,2aea0603-e188-4619-9afc-12b346923116,dinner,858,19.8,36.9,27.9,medium,2025-04-20T00:01:14.230985
68411290-8c1e-492f-a3c2-9a4b190b9d8c,2aea0603-e188-4619-9afc-12b346923116,snack,390,25.1,27.4,8.5,high,2025-04-06T00:01:14.230992
ba8f831d-828b-4445-a773-0bb0db5accaa,549eb166-020f-4fce-af84-21748717101e,dinner,635,11.6,47.8,12.1,low,2025-03-29T00:01:14.231000
2b033dd1-896a-464e-9e49-c0a6032a739a,549eb166-020f-4fce-af84-21748717101e,snack,253,36.5,44.4,9.0,high,2025-04-04T00:01:14.231008
c552fb66-7e47-473a-aa8c-5ecad883c88b,549eb166-020f-4fce-af84-21748717101e,breakfast,367,14.3,23.7,16.7,low,2025-04-12T00:01:14.231014
ee660638-21c6-402b-b1eb-5c84a4db0da2,549eb166-020f-4fce-af84-21748717101e,lunch,247,39.1,99.1,22.1,low,2025-04-11T00:01:14.231022
9cc4fd19-8551-40a5-aca0-3bf9c06ee859,1be46a2d-7eed-427e-9e09-5c7dd165e603,breakfast,516,17.1,55.9,14.2,medium,2025-04-21T00:01:14.231029
4731b7b2-10b3-4654-9852-586258bd3e67,1be46a2d-7eed-427e-9e09-5c7dd165e603,breakfast,320,34.2,36.4,22.6,high,2025-04-15T00:01:14.231036
961034f1-8f7a-4657-86d7-eb01ac2e6c4e,1be46a2d-7eed-427e-9e09-5c7dd165e603,snack,371,32.5,65.0,21.6,low,2025-03-29T00:01:14.231043
f670341e-d076-4213-868b-afe62eed473b,36aafff8-1cf9-41c6-b8ee-e74655b361f2,dinner,647,23.1,40.9,14.2,high,2025-04-22T00:01:14.231051
57e2bd82-2915-4d88-8e4e-493314441bbd,36aafff8-1cf9-41c6-b8ee-e74655b361f2,breakfast,436,37.8,62.6,8.0,low,2025-04-20T00:01:14.231059
3b712a09-46ba-486c-8bf9-1e46e3446393,36aafff8-1cf9-41c6-b8ee-e74655b361f2,breakfast,808,8.4,97.7,7.6,high,2025-04-07T00:01:14.231065
c0a84ee3-122d-49cc-90a3-17fba8f2ea78,36aafff8-1cf9-41c6-b8ee-e74655b361f2,dinner,808,24.0,83.5,24.4,medium,2025-04-14T00:01:14.231073
532247fa-1288-452d-bec4-c88dff3649ba,b9a9e1ef-6a2e-4950-a69f-52ea2aaec5fb,snack,541,22.2,34.8,25.3,high,2025-04-10T00:01:14.231080
3856276d-597e-4fec-8a71-050a21e5a341,b9a9e1ef-6a2e-4950-a69f-52ea2aaec5fb,lunch,625,18.3,99.4,5.2,high,2025-04-07T00:01:14.231088
c7af017d-76fb-4eb3-ad94-dd627299bcba,b9a9e1ef-6a2e-4950-a69f-52ea2aaec5fb,lunch,587,33.4,60.2,19.2,medium,2025-04-18T00:01:14.231095
36008448-2b92-4983-a47e-a03ddc4b300c,b9a9e1ef-6a2e-4950-a69f-52ea2aaec5fb,breakfast,871,15.8,77.3,23.6,medium,2025-03-28T00:01:14.231102
fd4db25a-4490-4480-901e-4c667a641b4f,377aa780-8eae-433a-a225-1977b3679373,breakfast,417,9.1,49.2,11.3,medium,2025-03-24T00:01:14.231110
74714c35-935e-41dc-94cf-88ce362ee68c,377aa780-8eae-433a-a225-1977b3679373,lunch,755,33.1,48.3,8.6,high,2025-04-12T00:01:14.231116
54e29d30-d804-4c4a-b993-2f6ed203638c,377aa780-8eae-433a-a225-1977b3679373,lunch,345,14.2,53.5,21.6,high,2025-04-19T00:01:14.231123
cfcc82e2-f60c-416d-8f26-7a20c1789ef3,377aa780-8eae-433a-a225-1977b3679373,dinner,780,30.4,74.8,5.3,medium,2025-04-23T00:01:14.231130
e130b658-1871-471a-9474-d627a319789b,57a468ee-bcf8-403d-8fd8-2a3d1eaa2905,snack,353,6.8,39.6,12.2,medium,2025-04-13T00:01:14.231139
640efb3c-711b-4ec9-b26e-c0b51a13c57f,57a468ee-bcf8-403d-8fd8-2a3d1eaa2905,snack,748,19.8,94.8,29.0,medium,2025-04-07T00:01:14.231145
cd9f41d3-4fb3-4ddc-a24d-b64df3344710,57a468ee-bcf8-403d-8fd8-2a3d1eaa2905,breakfast,810,29.4,65.1,13.0,medium,2025-03-29T00:01:14.231153
d930eef8-e4c9-4232-b479-76c31db73a37,0efac928-7bd8-4fa6-a741-fa927a44adb7,breakfast,219,13.0,77.5,11.5,medium,2025-03-26T00:01:14.231165
a344cb80-1032-417a-ba4e-9275e5b3c9f8,0efac928-7bd8-4fa6-a741-fa927a44adb7,snack,755,5.7,66.9,21.1,medium,2025-04-23T00:01:14.231176
fc802142-ecdb-4a4a-b388-2f8a06a871be,0efac928-7bd8-4fa6-a741-fa927a44adb7,breakfast,595,33.8,71.4,23.9,low,2025-04-01T00:01:14.231187
3f0ea234-717b-4298-89f3-f2b48834ea99,0efac928-7bd8-4fa6-a741-fa927a44adb7,lunch,502,17.2,58.5,15.7,high,2025-03-24T00:01:14.231197
00041f74-d5f7-4353-a0cf-0dd09ba25131,0efac928-7bd8-4fa6-a741-fa927a44adb7,dinner,749,24.8,89.3,17.5,medium,2025-04-04T00:01:14.231205
9f679ec7-3e10-4d7a-986a-5ce0551bd39d,d8adc444-e571-44e8-a547-bf56c556a1e6,snack,551,28.1,38.9,24.5,low,2025-04-16T00:01:14.231214
bf3840c2-a391-442b-8ba8-1656d7207399,d8adc444-e571-44e8-a547-bf56c556a1e6,snack,729,27.0,66.0,26.3,medium,2025-03-31T00:01:14.231220
a4a52a73-a6c2-41fc-9c48-27da5bd200ca,d8adc444-e571-44e8-a547-bf56c556a1e6,breakfast,452,11.5,46.0,15.9,high,2025-04-01T00:01:14.231228
118d907f-722b-4891-9ba3-1a595773bd5f,d8adc444-e571-44e8-a547-bf56c556a1e6,lunch,900,23.0,75.1,19.1,high,2025-03-27T00:01:14.231234
dcce57ed-dabf-485a-9905-1e3b9124c500,d8adc444-e571-44e8-a547-bf56c556a1e6,lunch,505,29.0,80.9,16.1,low,2025-04-22T00:01:14.231241
c0d02b8b-c02a-47a6-a684-4ba625c6b8fa,e0d8c481-7ee7-44ba-9c11-e486bb1e4927,dinner,488,12.7,79.1,17.8,high,2025-03-29T00:01:14.231250
0e95209f-20fd-4387-912a-98be24e6079c,e0d8c481-7ee7-44ba-9c11-e486bb1e4927,lunch,438,35.7,85.3,6.9,low,2025-04-04T00:01:14.231257
285683c0-c522-4311-a636-135402ca1451,e0d8c481-7ee7-44ba-9c11-e486bb1e4927,lunch,874,5.4,40.9,5.7,medium,2025-03-26T00:01:14.231264
bc30c608-c62f-422c-bfd6-272719eaf946,e0d8c481-7ee7-44ba-9c11-e486bb1e4927,dinner,553,19.0,34.0,12.8,low,2025-04-14T00:01:14.231271
0a42a865-a622-4fa1-9b69-72370d224e75,e0d8c481-7ee7-44ba-9c11-e486bb1e4927,dinner,670,10.4,78.9,12.4,low,2025-03-26T00:01:14.231278
9b62bc5f-c36d-4f0e-b00f-6f2732ff2ffb,e0d8c481-7ee7-44ba-9c11-e486bb1e4927,lunch,858,20.2,90.3,28.2,high,2025-04-20T00:01:14.231285
672a4775-b3b6-4a27-ae12-283db5b0f095,9d46991f-ed9e-44cf-96bb-8d16c2b55dc3,dinner,245,19.7,36.7,11.4,high,2025-04-16T00:01:14.231293
5ae63f96-b01c-4cad-86a7-474355fdeb77,9d46991f-ed9e-44cf-96bb-8d16c2b55dc3,breakfast,430,18.3,45.3,17.8,low,2025-04-18T00:01:14.231300
0c6a513e-fb85-48b6-85ef-2341719b2e3e,9d46991f-ed9e-44cf-96bb-8d16c2b55dc3,breakfast,586,28.0,59.3,12.5,high,2025-03-27T00:01:14.231307
7a7eece0-c25d-49b2-80d1-5ca401f2209a,9d46991f-ed9e-44cf-96bb-8d16c2b55dc3,dinner,355,30.9,97.4,19.0,low,2025-03-28T00:01:14.231314
48ae59ec-fa14-4e09-b082-9d24e428b1b3,9d46991f-ed9e-44cf-96bb-8d16c2b55dc3,dinner,766,13.7,29.0,6.7,high,2025-03-30T00:01:14.231321
6f30a379-4bff-4dc2-8dde-4d8dcbf6ef59,9d46991f-ed9e-44cf-96bb-8d16c2b55dc3,dinner,266,5.2,85.4,24.5,medium,2025-04-16T00:01:14.231328
cd0aec99-14d5-48e0-b0cb-f4b8cc5749d1,b14f08cc-bb42-40e1-8894-f3466ff0687e,breakfast,578,18.7,68.0,11.4,high,2025-04-06T00:01:14.231336
08584c8d-4399-4fd1-aa00-d49478256efe,b14f08cc-bb42-40e1-8894-f3466ff0687e,lunch,657,37.6,41.0,9.9,high,2025-03-27T00:01:14.231344
bddedf25-ee01-42fd-b854-dd4deae43160,b14f08cc-bb42-40e1-8894-f3466ff0687e,dinner,797,35.4,73.2,25.0,low,2025-04-06T00:01:14.231350
6b59deb9-63da-4298-bacf-d5af6ab9737e,571dd5e4-c480-4559-9f2f-715bd6117016,lunch,390,11.5,68.3,25.9,medium,2025-04-13T00:01:14.231360
dabc0d72-b0ec-4ab1-bdaf-ea04f64c795e,571dd5e4-c480-4559-9f2f-715bd6117016,breakfast,600,26.2,75.5,14.6,medium,2025-04-05T00:01:14.231368
b5354619-e118-47e8-8b58-59fd2b96e94c,571dd5e4-c480-4559-9f2f-715bd6117016,breakfast,893,16.9,22.4,13.0,medium,2025-04-18T00:01:14.231375
a9b6da01-841b-4a9e-a092-11d00b8ff562,571dd5e4-c480-4559-9f2f-715bd6117016,lunch,512,21.3,23.4,10.9,medium,2025-04-22T00:01:14.231382
e20333d1-455c-433b-84da-04b9aa756587,571dd5e4-c480-4559-9f2f-715bd6117016,lunch,540,22.3,93.3,23.7,medium,2025-04-03T00:01:14.231389
0f3ac782-751c-4b75-9a4a-6e874ec683e6,f4dd67ff-5d06-4fa0-bf23-f861ff6fb2c1,lunch,399,39.2,87.5,18.1,low,2025-03-27T00:01:14.231397
92783764-4032-4b4f-ab64-c5586e798be0,f4dd67ff-5d06-4fa0-bf23-f861ff6fb2c1,dinner,348,24.7,46.4,28.7,high,2025-04-20T00:01:14.231404
b5849402-5984-464f-ae0c-21461323f81b,f4dd67ff-5d06-4fa0-bf23-f861ff6fb2c1,dinner,743,38.5,70.6,17.2,high,2025-04-21T00:01:14.231410
e4e29349-1ff3-47cf-b16b-62ee63398b1c,f4dd67ff-5d06-4fa0-bf23-f861ff6fb2c1,dinner,370,8.7,39.0,9.4,low,2025-04-12T00:01:14.231417
5a494c05-d0af-45a4-9d65-12f14aa8a9ae,f4dd67ff-5d06-4fa0-bf23-f861ff6fb2c1,lunch,352,38.2,49.9,6.4,high,2025-03-30T00:01:14.231424
d5277ffc-eedf-43e7-b2ce-e266f9281383,6d032edb-0acf-427e-96d9-18a33d620301,lunch,376,15.0,69.4,22.4,high,2025-03-27T00:01:14.231431
f4b59a5e-381f-480d-a2bf-c206a99143cb,6d032edb-0acf-427e-96d9-18a33d620301,breakfast,663,7.3,57.6,19.6,medium,2025-04-09T00:01:14.231438
3b3171d5-688b-4ece-ad9f-37f3857a88fb,6d032edb-0acf-427e-96d9-18a33d620301,breakfast,559,33.0,62.7,15.0,high,2025-04-04T00:01:14.231445
6acee1e0-f4b9-4f86-82a1-bf157cdc2796,6d032edb-0acf-427e-96d9-18a33d620301,snack,848,29.6,52.7,26.8,low,2025-04-16T00:01:14.231452
98db3eef-1103-463e-a037-92a77b09aaa7,6d032edb-0acf-427e-96d9-18a33d620301,dinner,764,5.3,70.0,19.1,medium,2025-04-10T00:01:14.231460
6d064138-f825-4ba7-8683-6b9c9fc89fbc,90187390-6cac-4187-a585-4f3b7e0c9a05,dinner,842,33.2,91.2,8.4,high,2025-04-23T00:01:14.231468
d2608bd9-ad5a-4333-96b0-2511f93f2853,90187390-6cac-4187-a585-4f3b7e0c9a05,lunch,536,29.4,25.3,28.9,medium,2025-03-25T00:01:14.231475
